426559582895230976	169403434	0	6	Bambino	other
426559582895230976	169403434	8	9	:D	other
416002744642576385	169403434	0	12	@JhonCristian	other
416002744642576385	169403434	14	14	♡	other
416002744642576385	169403434	16	18	<<<	other
433073646857228288	1160520883	0	14	@Audreyy_torres	other
433073646857228288	1160520883	16	20	mhmmm	other
433073646857228288	1160520883	22	24	-.-	other
432407522633191424	1160520883	0	3	Ummm	other
432407522633191424	1160520883	4	6	...	other
430936532803788800	1160520883	0	3	Ummm	other
430545447564767235	1160520883	0	15	@Monimaravilla19	other
430545447564767235	1160520883	17	17	*	other
430545447564767235	1160520883	18	19	jk	en
427687490909007872	1160520883	0	4	Ewwww	other
425758433883590656	1160520883	0	14	@Audreyy_torres	other
425758433883590656	1160520883	16	22	whoaaaa	en
425758433883590656	1160520883	24	26	lol	en
424554794477293569	1160520883	0	15	@sanluispotoyees	other
424554794477293569	1160520883	17	20	.?..	other
423228647290318848	1160520883	0	10	@Yessy1584G	other
423228647290318848	1160520883	12	14	-.-	other
422945058975780864	1160520883	0	15	@sanluispotoyees	other
422945058975780864	1160520883	17	17	*	other
422945058975780864	1160520883	18	20	183	other
422945058975780864	1160520883	21	23	...	other
422945058975780864	1160520883	25	27	-.-	other
437826733731897346	1160520883	0	3	Work	en
437826733731897346	1160520883	5	12	Tomorrow	en
437826733731897346	1160520883	13	13	!	other
437826733731897346	1160520883	15	16	10	other
437826733731897346	1160520883	18	21	days	en
437826733731897346	1160520883	23	26	till	en
437826733731897346	1160520883	28	33	payday	en
437826733731897346	1160520883	34	34	!	other
437826733731897346	1160520883	35	36	;)	other
437817201672728577	1160520883	0	4	Today	en
437817201672728577	1160520883	6	8	was	en
437817201672728577	1160520883	10	12	fun	en
437817201672728577	1160520883	13	13	!	other
437817125160251392	1160520883	0	4	Tired	en
437817125160251392	1160520883	5	5	.	other
437447666486624257	1160520883	0	9	@Damaariz_	other
437447666486624257	1160520883	11	15	lmfao	en
437447666486624257	1160520883	17	18	xD	other
437446886383812608	1160520883	0	9	@Damaariz_	other
437446886383812608	1160520883	11	31	#stopmexicangirls2014	en
437446886383812608	1160520883	33	35	lol	en
436711090999660545	1160520883	0	5	Anyone	en
436711090999660545	1160520883	7	9	can	en
436711090999660545	1160520883	11	14	tell	en
436711090999660545	1160520883	16	18	you	en
436711090999660545	1160520883	20	23	what	en
436711090999660545	1160520883	25	27	you	en
436711090999660545	1160520883	29	32	Need	en
436711090999660545	1160520883	34	35	to	en
436711090999660545	1160520883	37	38	be	en
436711090999660545	1160520883	39	41	...	other
436711090999660545	1160520883	43	45	but	en
436711090999660545	1160520883	47	48	it	en
436711090999660545	1160520883	49	50	's	en
436711090999660545	1160520883	52	53	up	en
436711090999660545	1160520883	55	56	to	en
436711090999660545	1160520883	58	60	you	en
436711090999660545	1160520883	62	63	to	en
436711090999660545	1160520883	65	70	choose	en
436711090999660545	1160520883	72	75	what	en
436711090999660545	1160520883	77	79	You	en
